lp,src,mt,ref,score,system,annotators,domain,year
en-de,"Hard to see in the picture, but a zip baffle runs the full length of the bag, behind the zip,to prevent heat escaping through the zip area.","Auf dem Bild schwer zu erkennen, aber eine Reißverschluss-Schallwand verläuft über die gesamte Länge der Tasche hinter dem Reißverschluss, um zu verhindern, dass Wärme durch den Reißverschlussbereich entweicht.","Eine Reißverschlussblende, die auf dem Bild nur schwer zu sehen ist, verläuft den ganzen Schlafsack entlang hinter dem Reißverschluss, um Wärmeverlust an dieser Stelle zu verhindern.",89.0,Online-A,1,ecommerce,2022
en-de,Buy a left and a right hand to make a double (please check when ordering),"Kaufen Sie eine linke und eine rechte Hand, um ein Double zu machen (bitte überprüfen Sie bei der Bestellung)","Kaufen Sie ein Links- und ein Rechtsmodell, um einen Doppelschlafsack zusammenzustellen (bitte überprüfen Sie dies bei der Bestellung)",91.0,Online-A,1,ecommerce,2022
en-de,"Comes complete with a compression stuff sack, to make the bag smaller when not in use.","Wird komplett mit einem Kompressionsbeutel geliefert, um die Tasche bei Nichtgebrauch kleiner zu machen.","Wird zusammen mit einem Kompressionsbeutel geliefert, damit der Schlafsack platzsparend verstaut werden kann, wenn er nicht im Einsatz ist.",98.0,Online-A,1,ecommerce,2022
en-de,Can be used with the Snugpak Exanda Panel to make a wider sleeping bag for more comfort.,"Kann mit dem Snugpak Exanda Panel verwendet werden, um einen breiteren Schlafsack für mehr Komfort zu schaffen.","Kann zusammen mit dem Snugpak Exanda-Einsatz verwendet werden, um den Schlafsack für mehr Komfort zu verbreitern.",99.0,Online-A,1,ecommerce,2022
en-de,This sleeping bag can be made extra long.,Dieser Schlafsack kann extra lang gemacht werden.,Dieser Schlafsack kann verlängert werden.,96.0,Online-A,1,ecommerce,2022
en-de,Single profiled sleeping bag with one layer of softie insulation.,Einzelner profilierter Schlafsack mit einer Schicht Softie-Isolierung.,Profil-Einzelschlafsack mit weicher Isolierschicht.,75.0,Online-A,1,ecommerce,2022
en-de,Snugpak are based in a listed mill built in the 1800s on the edge of the beautiful Yorkshire Dales.,"Snugpak befindet sich in einer denkmalgeschützten Mühle, die in den 1800er Jahren am Rande der wunderschönen Yorkshire Dales erbaut wurde.",Snugpak hat seinen Sitz in einer denkmalgeschützten Mühle aus dem 19. Jahrhundert am Rand der schönen Yorkshire Dales.,98.0,Online-A,1,ecommerce,2022
en-de,They are very proud to be one of the last manufacturers of quality sleeping bags and insulated clothing not only in the UK but across Europe.,"Sie sind sehr stolz darauf, einer der letzten Hersteller von hochwertigen Schlafsäcken und isolierter Kleidung nicht nur in Großbritannien, sondern in ganz Europa zu sein.","Das Unternehmen ist sehr stolz darauf, einer der letzten Hersteller von hochwertigen Schlafsäcken und Isolierkleidung nicht nur im Vereinigten Königreich, sondern in ganz Europa zu sein.",97.0,Online-A,1,ecommerce,2022
en-de,We have a dedicated workforce at our West Yorkshire factory in the North of England who are trained to use state-of-the-art machinery and traditional sewing techniques to bring our ideas to life.,"Wir haben eine engagierte Belegschaft in unserer Fabrik in West Yorkshire im Norden Englands, die darin geschult sind, modernste Maschinen und traditionelle Nähtechniken zu verwenden, um unsere Ideen zum Leben zu erwecken.","Unsere geschulte Belegschaft in unserer Fabrik in West Yorkshire im Norden Englands ist in der Verwendung der neuesten Maschinen und in traditionellen Nähtechniken ausgebildet, um unsere Ideen umsetzen zu können.",99.0,Online-A,1,ecommerce,2022
en-de,Contact Left Limited is an official supplier for Snugpak and carries a large range of their kit in our EBAY shop.,Contact Left Limited ist ein offizieller Lieferant für Snugpak und führt eine große Auswahl ihrer Ausrüstung in unserem EBAY-Shop.,Contact Left Limited ist ein offizieller Lieferant für Snugpak und führt eine große Auswahl des Produktangebots in unserem EBAY-Shop.,99.0,Online-A,1,ecommerce,2022
en-de,"With an additional fee, we can arrange 5-11 business days express shipping courier (India post parcel.)",Gegen eine zusätzliche Gebühr können wir 5-11 Werktage Expressversand Kurier (Indien Postpaket) arrangieren.,Gegen eine zusätzliche Gebühr können wir einen Expressversand per Kurier von 5-11 Werktagen veranlassen (indisches Postpaket).,84.0,Online-A,1,ecommerce,2022
en-de,We offer a combined shipping discount for purchasing two or more items from our shop.,Wir bieten einen kombinierten Versandrabatt für den Kauf von zwei oder mehr Artikeln aus unserem Shop.,Wir bieten einen kombinierten Versandrabatt für den Kauf von zwei oder mehr Artikeln in unserem Shop.,99.0,Online-A,1,ecommerce,2022
en-de,"Just ask us by clicking the ""Ask a question""","Fragen Sie uns einfach, indem Sie auf ""Frage stellen"" klicken","Fragen Sie uns, indem Sie auf „Eine Frage stellen“ klicken",99.0,Online-A,1,ecommerce,2022
en-de,International Customers are responsible for their country’s custom duty and taxes.,Internationale Kunden sind für die Zölle und Steuern ihres Landes verantwortlich.,Internationale Kunden sind selbst für die Zollgebühren und Steuern ihres Landes verantwortlich.,95.5,Online-A,1,ecommerce,2022
en-de,The Buyer Has To Responsible For The Return Shipping Charge.,Der Käufer ist für die Rücksendekosten verantwortlich.,Der Käufer muss die Rücksendegebühr tragen.,99.0,Online-A,1,ecommerce,2022
en-de,Refund Can Be Made Only If A Replacement Is Not Available.,"Eine Rückerstattung kann nur erfolgen, wenn kein Ersatz verfügbar ist.","Eine Erstattung kann nur erfolgen, wenn kein Ersatz verfügbar ist.",100.0,Online-A,1,ecommerce,2022
en-de,"Any Charges On Shipping, Handling And Insurance Are Non-Refundable.","Alle Gebühren für Versand, Bearbeitung und Versicherung sind nicht erstattungsfähig.","Alle Gebühren für Versand, Bearbeitung und Versicherung sind nicht erstattungsfähig.",99.33333333333331,Online-A,1,ecommerce,2022
en-de,We do not reimburse the shipping cost.,Wir erstatten die Versandkosten nicht.,Versandkosten werden nicht erstattet.,99.75,Online-A,1,ecommerce,2022
en-de,Our priority is 100% customer satisfaction.,Unsere Priorität ist 100% Kundenzufriedenheit.,Unsere Priorität ist eine 100%ige Kundenzufriedenheit.,99.5,Online-A,1,ecommerce,2022
en-de,We give importance to our customers and deliver the highest quality of customer service.,Wir legen Wert auf unsere Kunden und liefern höchste Qualität des Kundenservice.,"Unsere Kunden sind uns wichtig, und wir bieten höchsten Kundenservice.",94.66666666666669,Online-A,1,ecommerce,2022
en-de,"Ethics and integrity are the best part of our business, and we believe in delivering the best quality product and services at the best prices.","Ethik und Integrität sind der beste Teil unseres Geschäfts, und wir glauben daran, Produkte und Dienstleistungen von bester Qualität zu den besten Preisen zu liefern.","Ethik und Integrität sind der beste Teil unseres Geschäfts, und wir glauben an die Lieferung von Produkten und Services in bester Qualität zu den besten Preisen.",98.5,Online-A,1,ecommerce,2022
en-de,"Moreover, we make it one of our central goals to answer questions as fast and as soon as possible.","Darüber hinaus machen wir es uns zu einem unserer zentralen Ziele, Fragen so schnell und so schnell wie möglich zu beantworten.","Zudem ist es eines unserer zentralen Ziele, Fragen so zügig wie möglich zu beantworten.",100.0,Online-A,1,ecommerce,2022
en-de,Our priority is 100% customer satisfaction.,Unsere Priorität ist 100% Kundenzufriedenheit.,Unsere Priorität ist eine 100%ige Kundenzufriedenheit.,100.0,Online-A,1,ecommerce,2022
en-de,We aim to provide strictly 5-star service in all categories.,"Unser Ziel ist es, in allen Kategorien einen strikten 5-Sterne-Service zu bieten.",Wir streben einen 5-Sterne-Service in allen Kategorien an.,100.0,Online-A,1,ecommerce,2022
en-de,We maintain 100% customer satisfaction!,Wir pflegen 100% Kundenzufriedenheit!,Wir halten 100%ige Kundenzufriedenheit aufrecht!,100.0,Online-A,1,ecommerce,2022
en-de,Your feedback is very important to us.,Ihr Feedback ist uns sehr wichtig.,Ihr Feedback ist uns sehr wichtig.,100.0,Online-A,1,ecommerce,2022
en-de,"When you receive the item, please leave us positive feedback.","Wenn Sie den Artikel erhalten, hinterlassen Sie uns bitte ein positives Feedback.","Wenn Sie den Artikel erhalten, hinterlassen Sie bitte eine positive Bewertung.",100.0,Online-A,1,ecommerce,2022
en-de,Bag made in a pet and smoke free environment,Tasche in einer haustier- und rauchfreien Umgebung,In einer haustier- und rauchfreien Umgebung gefertigte Tasche,45.0,Online-A,1,ecommerce,2022
en-de,"Naturally tanned with Sunflower oil only, no use of dye or chemicals","Natürlich nur mit Sonnenblumenöl gegerbt, keine Verwendung von Farbstoffen oder Chemikalien",Auf natürliche Weise nur unter Verwendung von Sonnenblumenöl und ohne Färbemittel oder Chemikalien gegerbt,73.0,Online-A,1,ecommerce,2022
en-de,UNIQUE CHARACTERISTICS OF HANDMADE LEATHER BAGS-,EINZIGARTIGE EIGENSCHAFTEN VON HANDGEFERTIGTEN LEDERTASCHEN -,EINZIGARTIGE MERKMALE HANDGEFERTIGTER LEDERTASCHEN-,98.0,Online-A,1,ecommerce,2022
en-de,Bag is made of Genuine Real Goat Leather (Full Grain) processed and tanned naturally with sunflower oil only.,"Die Tasche besteht aus echtem echtem Ziegenleder (Vollnarbung), das natürlich nur mit Sonnenblumenöl verarbeitet und gegerbt wurde.","Die Tasche ist aus echtem Ziegenleder (Vollleder) gefertigt, auf natürliche Weise verarbeitet und nur mit Sonnenblumenöl gegerbt.",57.0,Online-A,1,ecommerce,2022
en-de,Each vintage leather bag is a totally natural and handmade product therefore the colors and the finish can vary from one piece to the other.,"Jede Vintage-Ledertasche ist ein völlig natürliches und handgefertigtes Produkt, daher können die Farben und das Finish von einem Stück zum anderen variieren.","Jede Vintage-Ledertasche ist ein völlig natürliches, handgefertigtes Produkt, daher können die Farben und die Ausführung bei jedem Stück unterschiedlich sein.",98.0,Online-A,1,ecommerce,2022
en-de,Each bag has a unique antique leather / lightly distressed vintage leather look.,Jede Tasche hat einen einzigartigen antiken Leder- / leicht verzweifelten Vintage-Leder-Look.,Jede Tasche sieht individuell verschieden nach altem Leder / leicht abgenutztem Vintage-Leder aus.,50.0,Online-A,1,ecommerce,2022
en-de,Parts from several hides may be used to make a single leather bag.,"Teile aus mehreren Häuten können verwendet werden, um eine einzige Ledertasche herzustellen.",Für eine Ledertasche können Teile mehrerer Tierhäute verwendet werden.,98.0,Online-A,1,ecommerce,2022
en-de,"So there may be some variation in color and the textures to the different parts of a bag, which will create a wonderfully unique effect.","So kann es einige Variationen in der Farbe und den Texturen zu den verschiedenen Teilen einer Tasche geben, die einen wunderbar einzigartigen Effekt erzeugen.","Daher können die einzelnen Teile einer Tasche Variationen in Farbe und Textur aufweisen, was zu einem wunderbar einzigartigen Effekt führt.",97.0,Online-A,1,ecommerce,2022
en-de,"Because of different craftsman and there may be small differences in the style, construction of the bags is shown on the website.","Aufgrund unterschiedlicher Handwerker und es kann kleine Unterschiede im Stil geben, wird die Konstruktion der Taschen auf der Website gezeigt.","Da verschiedene Kunsthandwerker daran mitwirken, können Stil und Aufbau der auf der Website gezeigten Taschen voneinander abweichen.",98.0,Online-A,1,ecommerce,2022
en-de,The lining may be a lighter or darker colour to the one shown in the images.,Das Futter kann eine hellere oder dunklere Farbe als die in den Bildern gezeigte haben.,Das Futter kann eine hellere oder dunklere Farbe als auf den Bildern gezeigt haben.,99.0,Online-A,1,ecommerce,2022
en-de,Please write to us to know the current stock color.,"Bitte schreiben Sie uns, um die aktuelle Lagerfarbe zu erfahren.","Schreiben Sie uns, um sich über die Farbe des aktuellen Lagerbestands zu informieren.",98.5,Online-A,1,ecommerce,2022
en-de,Genuine leather might have very small cut / scars / mark on it.,Echtes Leder kann sehr kleine Schnitte / Narben / Markierungen haben.,Echtes Leder kann sehr kleine Schnitte/Kratzer/Markierungen aufweisen.,100.0,Online-A,1,ecommerce,2022
en-de,This does not mean it is damaged.,"Dies bedeutet nicht, dass es beschädigt ist.","Das bedeutet nicht, dass es beschädigt ist.",99.0,Online-A,1,ecommerce,2022
en-de,There may also be visible creases in the leather.,Es kann auch sichtbare Falten im Leder geben.,Das Leder kann auch sichtbare Falten haben.,99.0,Online-A,1,ecommerce,2022
en-de,"These features show the genuine origin of our leather satchels and messengers bags, they form part of the bag and do not affect its durability.","Diese Eigenschaften zeigen die echte Herkunft unserer Lederranzen und Umhängetaschen, sie sind Teil der Tasche und beeinträchtigen deren Haltbarkeit nicht.","Diese Merkmale sind Zeichen der Echtheit unserer Ranzen und Kuriertaschen aus Leder, sie gehören zur Tasche und beeinträchtigen deren Haltbarkeit nicht.",100.0,Online-A,1,ecommerce,2022
en-de,Pure leather may smell a little when it is fresh but the smell will go away with use.,"Reines Leder kann ein wenig riechen, wenn es frisch ist, aber der Geruch wird mit dem Gebrauch verschwinden.","Echtes Leder kann leicht riechen, wenn es frisch ist, aber der Geruch vergeht, wenn die Tasche in Gebrauch ist.",99.0,Online-A,1,ecommerce,2022
